id,is_iceberg
5941774d,0.005586202256382
4023181e,0.031688090000000
b20200e4,0.000000040000000
e7f018bb,0.999913573265076
4371c8c3,0.022151070000000
a8d9b1fd,0.051959050000000
29e7727e,0.006768193095922
92a51ffb,0.999990344047546
c769ac97,0.000005089305887
aee0547d,0.000000020000000
565b28ac,0.000000000000000
e04e9775,0.138008510000000
8e8161d1,0.000009705227967
4cf4d256,0.080001927912235
139e5324,0.001662150000000
f156976f,0.000027016176318
68a117cc,0.000065060000000
d9aa7a56,0.002494310000000
9005b143,0.000992190000000
5f6d3988,0.999189317226410
9ad70954,0.006397373974323
b9087b9e,0.342014342546463
a39a1427,0.001809070000000
82fbe8ed,0.072723910212517
1fae4879,0.000000000000000
6dd8f13d,0.000000010000000
bbad5958,0.005221060000000
54527583,0.064829409122467
be8fa29c,0.015670510000000
81a3328f,0.999993205070496
1a3c0ab3,0.000000000000000
4deeeb8b,0.229716840000000
ac6d5632,0.128467400000000
472dadb5,0.035904080000000
96093f95,0.968174993991852
f5b4e3df,0.960004630000000
e01a3c92,0.537774620000000
001680af,0.002710780000000
8e639f33,0.122990280389786
a2c16612,0.886735856533051
a6d76474,0.000000000000000
19c47684,0.029281610000000
015827b6,0.000000950000000
7df7f7ce,0.034135930000000
0bbf1a3f,0.331556410000000
636cfbb7,0.626481950283051
7370030a,0.999300540000000
43aa97ad,0.000000000000000
ba2b5e63,0.999999403953552
dfdd335b,0.250671770000000
e79b13dc,0.000000010000000
dc32b195,0.057031910000000
6d868590,0.998905897140503
75fa59aa,0.002281350000000
ffe50836,0.003625360000000
a7bfd784,0.999891996383667
b3d569e3,0.000186293065781
6c538c5b,0.024749990000000
5c7c15f4,0.000000010000000
0b745139,0.000983000000000
fd14608e,0.004706220000000
f0bc8305,0.000018210000000
a10ccb28,0.999948740005493
543304c7,0.063964590000000
6c3a4078,0.000000000000000
9b73cc75,0.000405820000000
5c6c71b1,0.082363850000000
09ee9186,0.004258260000000
207c35cf,0.055564865469933
153c813e,0.000000000000000
5605d58b,0.133359750000000
642ca396,0.000088663968199
d32d72c0,0.042095344513655
16646a17,0.991152050000000
384074af,0.003853780000000
69bf1e8c,0.524072530000000
9e90a054,0.045805030000000
89dbe7f7,0.999791920185089
dbd27d22,0.141046300000000
a2ea1561,0.053967850000000
d63402af,0.007294200000000
1ac8bb92,0.999995231628418
8beffca5,0.010162000000000
46741f3e,0.000000000000000
e5ee6aa7,0.000097354823083
5ecd892b,0.793804290000000
69892166,0.000148730000000
2f725a81,0.049822051078081
810abfe4,0.000000000000000
e6f973e6,0.020366640000000
c60a5c46,0.000430370000000
c42b9e08,0.191807030000000
c3f00c23,0.001366263488308
5307fdb8,0.901853263378143
3e4f005e,0.000001755590233
4a4cc2e0,0.916653040000000
9bdd88d1,0.000000000000000
0d832bed,0.008543906733394
14a134fa,0.020827494561672
78a41676,0.000000000000000
0bd4658e,0.022959140000000
4a311bb0,0.423137630000000
f939c817,0.000000450000000
956adc4d,0.997607350349426
f8a119f5,0.633499620000000
61faa1ad,0.001282460000000
6725eb3e,0.000055650000000
17b3a8fd,0.000206912140129
49a88dfc,0.000000000000000
2d6ec645,0.016015750000000
0d4d77ba,0.098569713532925
3ee672a2,0.999996900558472
738b41fd,0.062502384185791
f7fb320d,0.051149550000000
b42fad18,0.000000000000000
4ab8b00a,0.083686783909798
f7870f2b,0.002513800000000
4978666a,0.320665329694748
f1b0d6c7,0.000019404076738
5642407f,0.001289450000000
36d4ff92,0.992373350000000
4139aba2,0.012124350000000
7585ce58,0.268486920000000
33e25984,0.999882102012634
ac46f3c9,0.001899030000000
fc34a5b8,0.747571110000000
85c36a8f,0.100771260000000
b2d8a426,0.142314404249191
13ec60d1,0.887749730000000
9d440f42,0.006289750000000
1c0a891e,0.544347290000000
981c3bc3,0.999937415122986
295604f4,0.084620945155621
16ca16c3,0.003319470000000
b4dda837,0.060893340000000
88d088ef,0.000020138335458
1b4fa160,0.089464075863361
f371bd82,0.000000000000000
b130a0b7,0.999959111213684
ebf1de82,0.012212970000000
01e651c3,0.001566290000000
51b1fecc,0.083918320000000
fa635a31,0.000000000000000
97b7d789,0.000000070000000
2f598053,0.000943800000000
c0e3e148,0.035782160000000
cfa175a8,0.000192455641809
3d7e09d8,0.989624620000000
44a13d1b,0.923565690000000
c66b0948,0.008975890000000
976a6d64,0.011054277420044
8bbd8909,0.250250250000000
522890fd,0.000551000000000
f23a3b95,0.042217798531055
680039dc,0.003509810000000
93028e53,0.005172442179173
22a16932,0.000126350000000
7d8126d2,0.000503914721776
ba2ecd75,0.000000000000000
8071bdd7,0.053854190000000
96d5aeee,0.000000000045723
154be68f,0.966514410000000
d8c2bfe2,0.999862313270569
f76d47b0,0.006560880000000
0e781ade,0.000000000000000
13cf6060,0.000000000000000
cd99f710,0.000751410000000
d10005bb,0.000004875726972
3a31445f,0.999995231628418
3157202d,0.008124230000000
6ee64703,0.107817360000000
e5de8685,0.063914180000000
02cc70ba,0.000000985572797
50984a87,0.791039288043976
fa94957a,0.999920248985290
eab406b4,0.287843406200409
3ad39398,0.609809820000000
9ecf3802,0.000901580000000
6048ae7b,0.000000000000000
9dc68871,0.000001728212396
13701465,0.135358080000000
8d8779f3,0.000000000000000
0712f269,0.011034630000000
722c2597,0.000000030000000
478a2b08,0.127173900604248
38f5fb41,0.213420778512955
c52ad74d,0.996665420000000
0c85fd09,0.000000000000000
f1582cba,0.938790740000000
ff836697,0.964979052543640
ddfe4802,0.000386000000000
3cef3bc7,0.999860644340515
6a21542b,0.004509590000000
150e23c4,0.999884724617004
078c6d99,0.985730171203613
1dcd1dc3,0.000046353121434
39967e45,0.093566230000000
6b6333aa,0.000000000000000
4ae61433,0.004842051304877
f96362e0,0.001879961113445
97a88aac,0.000002800000000
427ae8ce,0.027795100000000
209d4b15,0.000187722762348
64b453bd,0.000000430000000
0f5a484e,0.274108231067658
5ac74969,0.771772330000000
736ed43e,0.060621976852417
8533795f,0.048043960000000
f5b54fb6,0.098441451787949
6eb4c041,0.031238485127687
97afdf42,0.769366620000000
1bb488db,0.003014790000000
f132e44d,0.000002490694442
d3c2f140,0.062133320000000
1756794d,0.199155643582344
9efcc11f,0.000000215176371
14c966cf,0.191649050000000
59cfe4d1,0.182678250000000
883151f4,0.000000000000000
34c4c9ff,0.032379530000000
70b4c2eb,0.484376940000000
96a337d9,0.051680780000000
7fe89ffa,0.234202265739441
057c7a22,0.000000000000000
451cc057,0.000005390000000
05076700,0.000000000000000
dc52f6c1,0.000024900000000
b03a59f9,0.000030360000000
129ed4b0,0.047317740000000
fb611563,0.999939084053040
ac32e6f1,0.078383390000000
c05c5ab0,0.018058630000000
3163d5ed,0.000078764234786
02096ca4,0.073968080000000
e92496c0,0.000000440000000
1a9e2c50,0.996243000030518
0864e334,0.884294570000000
d976faeb,0.051428200000000
1d7b342f,0.000056460000000
281bc1ea,0.000000000000000
bea9f0cf,0.228699594736099
